date,control_point,arrivals_residents,arrivals_chinavisitors,arrivals_othervisitors,arrivals_total,departures_residents,departures_chinavisitors,departures_othervisitors,departures_total,weekday
2020-02-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-14,Total,13507,683,2574,16764,18160,1603,2576,22339,Friday
2020-02-15,Airport,14097,692,2098,16887,14575,390,2064,17029,Saturday
2020-02-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Shenzhen Bay,809,94,7,910,945,621,150,1716,Saturday
2020-02-15,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-09,Total,24939,956,3120,29015,20769,2441,4297,27507,Sunday
2020-02-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-15,Total,16089,791,2629,19509,16580,1130,2700,20410,Saturday
2020-02-16,Airport,18422,650,1848,20920,12257,349,2524,15130,Sunday
2020-02-16,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Hong Kong-Zhuhai-Macao Bridge,1106,2,465,1573,1473,76,646,2195,Sunday
2020-02-16,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Shenzhen Bay,797,97,6,900,1166,764,203,2133,Sunday
2020-02-16,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-16,Total,20325,749,2319,23393,14896,1189,3373,19458,Sunday
2020-02-17,Airport,13748,532,1876,16156,10210,212,2018,12440,Monday
2020-02-17,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-02-17,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-02-17,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-02-17,Hong Kong-Zhuhai-Macao Bridge,1264,3,488,1755,2000,87,625,2712,Monday
2020-02-17,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-02-17,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-02-17,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-02-17,Shenzhen Bay,978,108,4,1090,1724,600,173,2497,Monday
2020-02-17,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-17,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-02-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-17,Total,15990,643,2368,19001,13934,899,2816,17649,Monday
2020-02-18,Airport,12068,479,1862,14409,8900,266,1722,10888,Tuesday
2020-02-18,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Hong Kong-Zhuhai-Macao Bridge,1361,5,579,1945,1955,74,730,2759,Tuesday
2020-02-18,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Shenzhen Bay,954,95,10,1059,1160,519,155,1834,Tuesday
2020-02-18,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-18,Total,14383,579,2451,17413,12015,859,2607,15481,Tuesday
2020-02-19,Airport,10612,462,1789,12863,10048,214,1582,11844,Wednesday
2020-02-19,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Hong Kong-Zhuhai-Macao Bridge,1280,8,496,1784,1776,64,609,2449,Wednesday
2020-02-19,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Shenzhen Bay,909,97,5,1011,1145,508,113,1766,Wednesday
2020-02-19,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-19,Total,12801,567,2290,15658,12969,786,2304,16059,Wednesday
2020-02-20,Airport,10398,525,1730,12653,11622,280,1944,13846,Thursday
2020-02-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Hong Kong-Zhuhai-Macao Bridge,2299,13,585,2897,3135,96,551,3782,Thursday
2020-02-20,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Shenzhen Bay,980,110,9,1099,1167,564,111,1842,Thursday
2020-02-20,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-20,Total,13677,648,2324,16649,15924,940,2606,19470,Thursday
2020-02-21,Airport,9821,539,2007,12367,12942,356,1749,15047,Friday
2020-02-21,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-02-21,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-02-21,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-02-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-02-21,Hong Kong-Zhuhai-Macao Bridge,3647,28,685,4360,3362,95,549,4006,Friday
2020-02-21,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-02-21,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-02-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-21,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-21,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-02-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-21,Total,14557,682,2696,17935,17499,985,2413,20897,Friday
2020-02-22,Airport,11096,530,2030,13656,10534,247,1888,12669,Saturday
2020-02-21,Shenzhen Bay,1089,115,4,1208,1195,534,115,1844,Friday
2020-02-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Hong Kong-Zhuhai-Macao Bridge,3364,14,648,4026,3511,83,641,4235,Saturday
2020-02-22,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Shenzhen Bay,980,107,2,1089,1115,487,124,1726,Saturday
2020-02-22,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-22,Total,15440,651,2680,18771,15160,817,2653,18630,Saturday
2020-02-23,Airport,15891,537,2009,18437,9225,296,2141,11662,Sunday
2020-02-23,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Hong Kong-Zhuhai-Macao Bridge,3203,10,633,3846,3342,86,775,4203,Sunday
2020-02-23,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Shenzhen Bay,1147,126,9,1282,1338,579,273,2190,Sunday
2020-02-23,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-02-23,Total,20241,673,2651,23565,13905,961,3189,18055,Sunday
2020-02-24,Airport,12267,451,1792,14510,8041,231,1919,10191,Monday
2020-02-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2020-02-24,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-02-24,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-02-24,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-02-24,Hong Kong-Zhuhai-Macao Bridge,3352,7,611,3970,4211,74,682,4967,Monday
2020-02-24,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-02-24,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-02-24,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-02-24,Shenzhen Bay,1353,130,7,1490,1964,482,181,2627,Monday
2020-02-24,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-24,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-02-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-02-24,Total,16972,588,2410,19970,14216,787,2782,17785,Monday
2020-02-25,Airport,10734,414,1471,12619,7458,181,1574,9213,Tuesday
2020-02-25,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Hong Kong-Zhuhai-Macao Bridge,3145,13,591,3749,3281,88,593,3962,Tuesday
2020-02-25,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Shenzhen Bay,1328,131,5,1464,1510,503,141,2154,Tuesday
2020-02-25,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-02-25,Total,15207,558,2067,17832,12249,772,2308,15329,Tuesday
2020-02-26,Airport,9882,410,1484,11776,7629,212,1521,9362,Wednesday
2020-02-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Hung Hom,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Hong Kong-Zhuhai-Macao Bridge,3233,11,662,3906,3424,78,580,4082,Wednesday
2020-02-26,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Shenzhen Bay,1202,166,11,1379,1695,548,179,2422,Wednesday
2020-02-26,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-02-26,Total,14317,587,2157,17061,12748,838,2280,15866,Wednesday
2020-02-27,Airport,9177,512,1780,11469,9051,168,1501,10720,Thursday
2020-02-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Shenzhen Bay,1249,170,8,1427,1564,647,183,2394,Thursday
2020-02-27,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-02-27,Total,13846,702,2404,16952,14287,914,2354,17555,Thursday
2020-02-28,Airport,9205,369,1767,11341,10755,255,1747,12757,Friday
2020-02-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-02-28,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-02-28,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-02-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-02-28,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-02-28,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-02-28,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-02-28,Shenzhen Bay,1280,181,10,1471,1724,566,175,2465,Friday
2020-02-28,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-28,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-02-28,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-28,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-28,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-02-28,Total,15248,558,2642,18448,17148,911,2585,20644,Friday
2020-02-29,Airport,11818,870,1893,14581,9860,230,1688,11778,Saturday
2020-02-29,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Hong Kong-Zhuhai-Macao Bridge,4676,19,901,5596,4866,87,787,5740,Saturday
2020-02-29,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Shenzhen Bay,1387,195,3,1585,1807,947,329,3083,Saturday
2020-02-29,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-02-29,Total,17881,1084,2797,21762,16533,1264,2804,20601,Saturday
2020-03-01,Airport,14584,1122,2461,18167,9115,354,1850,11319,Sunday
2020-03-01,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Hong Kong-Zhuhai-Macao Bridge,4820,13,767,5600,4587,194,905,5686,Sunday
2020-03-01,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Shenzhen Bay,1587,211,9,1807,2053,1247,931,4231,Sunday
2020-03-01,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-01,Total,20991,1346,3237,25574,15755,1795,3686,21236,Sunday
2020-03-02,Airport,10261,732,1935,12928,6755,206,1314,8275,Monday
2020-03-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Monday
2020-03-02,Hung Hom,0,0,0,0,0,0,0,0,Monday
2020-03-02,Lo Wu,0,0,0,0,0,0,0,0,Monday
2020-03-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Monday
2020-03-02,Hong Kong-Zhuhai-Macao Bridge,4244,10,738,4992,5321,93,836,6250,Monday
2020-03-02,Lok Ma Chau,0,0,0,0,0,0,0,0,Monday
2020-03-02,Man Kam To,0,0,0,0,0,0,0,0,Monday
2020-03-02,Sha Tau Kok,0,0,0,0,0,0,0,0,Monday
2020-03-02,Shenzhen Bay,2124,231,9,2364,2551,924,655,4130,Monday
2020-03-02,China Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-03-02,Harbour Control,0,0,0,0,0,0,0,0,Monday
2020-03-02,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Monday
2020-03-02,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-03-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Monday
2020-03-02,Total,16629,973,2682,20284,14627,1223,2805,18655,Monday
2020-03-03,Airport,7960,734,1923,10617,6684,190,1349,8223,Tuesday
2020-03-03,Hung Hom,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Lo Wu,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Hong Kong-Zhuhai-Macao Bridge,4398,19,756,5173,4798,117,780,5695,Tuesday
2020-03-03,Lok Ma Chau,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Man Kam To,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Sha Tau Kok,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Shenzhen Bay,1479,165,3,1647,1970,793,667,3430,Tuesday
2020-03-03,China Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Harbour Control,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Tuesday
2020-03-03,Total,13837,918,2682,17437,13452,1100,2796,17348,Tuesday
2020-03-04,Airport,7590,772,1847,10209,7170,213,1123,8506,Wednesday
2020-03-04,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Lo Wu,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Hong Kong-Zhuhai-Macao Bridge,4368,9,753,5130,4539,92,802,5433,Wednesday
2020-03-04,Lok Ma Chau,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Man Kam To,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Sha Tau Kok,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Shenzhen Bay,1306,192,7,1505,1684,806,664,3154,Wednesday
2020-03-04,China Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Harbour Control,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Wednesday
2020-03-04,Total,13264,973,2607,16844,13393,1111,2589,17093,Wednesday
2020-03-05,Airport,7074,673,1749,9496,8141,190,1289,9620,Thursday
2020-03-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Hung Hom,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Lo Wu,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Hong Kong-Zhuhai-Macao Bridge,4752,17,782,5551,4999,96,776,5871,Thursday
2020-03-05,Lok Ma Chau,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Man Kam To,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Sha Tau Kok,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Shenzhen Bay,1419,226,3,1648,1589,767,638,2994,Thursday
2020-03-05,China Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Harbour Control,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Thursday
2020-03-05,Total,13245,916,2534,16695,14729,1053,2703,18485,Thursday
2020-03-06,Airport,7474,705,1877,10056,8746,215,1150,10111,Friday
2020-03-06,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Friday
2020-03-06,Hung Hom,0,0,0,0,0,0,0,0,Friday
2020-03-06,Lo Wu,0,0,0,0,0,0,0,0,Friday
2020-03-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Friday
2020-03-06,Hong Kong-Zhuhai-Macao Bridge,6255,22,894,7171,6030,116,768,6914,Friday
2020-03-06,Lok Ma Chau,0,0,0,0,0,0,0,0,Friday
2020-03-06,Man Kam To,0,0,0,0,0,0,0,0,Friday
2020-03-06,Sha Tau Kok,0,0,0,0,0,0,0,0,Friday
2020-03-06,Shenzhen Bay,1425,251,8,1684,1550,734,544,2828,Friday
2020-03-06,China Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-03-06,Harbour Control,0,0,0,0,0,0,0,0,Friday
2020-03-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Friday
2020-03-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-03-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Friday
2020-03-06,Total,15154,978,2779,18911,16326,1065,2462,19853,Friday
2020-03-07,Airport,8659,795,1919,11373,7316,216,1398,8930,Saturday
2020-03-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Hung Hom,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Lo Wu,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Lok Ma Chau,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Man Kam To,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Sha Tau Kok,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Shenzhen Bay,1180,269,2,1451,1380,856,622,2858,Saturday
2020-03-07,China Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Harbour Control,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0,Saturday
2020-03-07,Total,15774,1090,2894,19758,15136,1204,2923,19263,Saturday
2020-03-08,Airport,12538,730,1833,15101,6371,276,1376,8023,Sunday
2020-03-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Hung Hom,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Lo Wu,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Hong Kong-Zhuhai-Macao Bridge,6331,23,806,7160,5935,109,1127,7171,Sunday
2020-03-08,Lok Ma Chau,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Man Kam To,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Sha Tau Kok,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Shenzhen Bay,1386,252,9,1647,1547,897,678,3122,Sunday
2020-03-08,China Ferry Terminal,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Harbour Control,0,0,0,0,0,0,0,0,Sunday
2020-03-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0,Sunday
